Training;TWI;SLOPE;PROFC;PLANC;NDVI;LANDUSE;GEOM;GEO;ELEV;ASP
0;3.870083;32.891129;0.015761;-0.006075;0.563061;7;1;5;735.943115;281.956116
0;4.469833;18.959978;0.031293;0.019429;0.635038;7;1;5;741.746521;139.379105
0;8.575922;14.611031;-0.004831;-0.109468;0.558199;7;1;10;100;111.938858
0;9.044495;9.32609;-0.015522;-0.105543;0.569012;1;1;10;95;87.669846
0;4.686579;17.405199;-0.015256;-0.007966;0.576136;1;1;10;95;31.56719
0;6.400434;16.559792;0.008887;-0.052922;0.646029;1;1;10;80;112.531853
0;4.790904;14.885633;-0.014543;0.005855;0.622717;1;1;10;77.338417;163.918121
0;5.131748;12.329408;-0.00014;-0.021251;0.580129;1;1;10;77.246857;218.767197
0;5.194816;9.446844;-0.003545;0.017438;0.605044;1;1;10;81.421227;322.373901
0;5.049203;11.248555;-0.000967;0.006941;0.640804;1;1;10;80;62.505188
0;4.126587;25.838167;0.023502;0.008416;0.593371;8;1;10;71.09127;250.55188
0;5.923411;4.590824;0.021167;0.006111;0.616625;8;1;10;75;194.663895
0;4.855659;13.569248;0.017004;0.028621;0.631473;8;1;10;73.54425;81.911537
0;4.269108;26.74371;-0.000162;-0.006724;0.701002;7;1;3;607.424316;85.742302
0;7.096192;6.428057;-0.003882;-0.032943;0.669872;7;1;3;600;141.026169
0;4.640908;16.147079;0.040453;0.016621;0.614932;1;1;10;84.997887;59.414921
0;4.729211;15.317147;-0.048776;0.011817;0.60951;1;1;10;75;81.016968
0;4.654414;16.444651;-0.044911;-0.000358;0.53843;1;1;10;75;268.950958
0;4.694919;17.269272;0.003141;0.007473;0.622974;8;1;10;46.415405;102.460571
0;6.762529;10.355458;-0.012967;-0.030942;0.607414;8;1;10;41.40192;188.85022
0;4.806753;14.661717;-0.005423;-0.003096;0.571768;8;1;10;45.356812;227.657379
0;4.926396;12.673528;0.005427;0.006891;0.576662;8;1;10;47.95084;179.324707
0;5.136925;10.650634;0.001767;0.021122;0.607503;8;1;10;46.839081;127.316376
0;5.003457;12.496362;-0.001938;-0.005747;0.603881;8;1;10;41.968746;89.955589
0;4.201622;25.217896;0.021546;0.016286;0.591755;7;1;3;726.155518;283.24295
0;4.003301;29.511684;0.002016;-0.007844;0.636634;7;1;3;724.079956;57.882679
0;4.899555;15.016048;0.004131;-0.010543;0.540657;1;1;10;79.359985;246.99707
0;4.933116;14.154296;-0.00193;0.003635;0.552196;1;1;10;83.287468;213.70285
0;4.207624;25.469244;-0.0147;0.002398;0.579331;1;1;10;74.733315;104.655052
0;4.006139;30.227085;-0.034104;-0.011697;0.570708;1;1;10;73.883919;266.166504
0;4.349936;23.076036;0.015062;0.005711;0.61873;8;1;10;48.694778;140.009247
0;4.518446;19.24213;-0.006513;0.018643;0.606884;8;1;10;43.233879;136.215668
0;7.734028;4.530347;-0.012795;-0.008021;0.560975;8;1;10;40;228.687012
0;5.165258;10.042578;0.022288;0.005291;0.551804;8;1;10;44.66021;259.837463
0;7.808549;0.768215;-0.002873;0.000449;0.601203;8;1;10;45;151.58342
0;8.007919;0.572158;0.002355;-0.000471;0.610323;8;1;10;45;44.997307
0;5.051959;11.218394;0.013426;-0.004614;0.61246;8;1;10;43.767796;52.237652
0;5.186334;10.767966;-0.004807;-0.002264;0.602965;8;1;10;41.599705;356.531525
0;4.924524;12.299596;0.011529;0.011234;0.597377;8;1;10;43.659443;336.312744
0;4.766716;14.778422;0.036357;0.007809;0.590791;8;1;10;44.61359;11.139077
0;4.546312;18.203976;0.012086;0.013055;0.611423;8;1;10;41.558865;34.506779
0;4.211606;25.307623;0.015366;-0.012796;0.583842;7;1;3;725.618042;272.763245
0;4.566378;18.938255;0.021035;0.017048;0.638734;7;1;3;730.883545;37.36031
0;4.611348;18.161243;-0.007215;0.001558;0.54999;7;1;10;103.102661;130.84021
0;6.310866;3.327299;-0.012273;0.003589;0.600026;7;1;10;100;119.415504
0;3.858432;33.19627;0.02226;-0.012009;0.615973;1;1;10;95.578583;55.942577
0;5.052326;11.566527;0.017021;0.014865;0.53311;1;1;10;79.070412;249.23465
0;5.001523;12.151848;0.014051;0.002246;0.537354;1;1;10;79.690002;168.191742
0;4.560461;18.505358;-0.030404;0.00089;0.578698;1;1;10;70.622559;135.181961
0;4.011439;30.095135;-0.011919;0.014108;0.529773;1;1;10;75.275963;264.929108
0;7.344272;13.205378;0.011852;-0.01385;0.612968;8;1;10;44.875374;64.855949
0;5.348534;9.450858;-0.011364;0.004164;0.617602;8;1;10;41.033421;47.053127
0;8.407882;0.421904;-0.001736;0.000347;0.569318;8;1;10;40;44.997307
0;4.834925;13.842719;-0.014606;0.016938;0.525901;8;1;10;41.541313;216.744644
0;4.502817;18.386782;0.055126;0.003337;0.575537;8;1;10;45;184.623917
0;5.00736;11.348214;0.041271;-0.008703;0.597024;8;1;10;45;202.220734
0;7.414163;1.035973;0.004262;-0.000853;0.628197;8;1;10;45;44.997307
0;6.386928;2.891676;0.01354;1.40E-05;0.619483;8;1;10;45;8.337061
0;7.401706;1.048956;0.002855;0.007385;0.590585;8;1;10;45;211.051605
0;6.144276;3.683851;0.012349;0.001194;0.594662;8;1;10;45;162.472351
0;4.854766;13.158308;0.005437;0.019757;0.579209;8;1;10;43.093861;114.180725
0;3.716789;37.046776;0.007242;0.003477;0.613759;7;1;3;725.718201;296.791077
0;4.74804;14.855724;0.054584;0.0108;0.642649;7;1;3;735;202.033417
0;4.521482;21.91893;-0.01254;-0.008864;0.548208;7;1;10;103.775787;118.173187
0;6.076019;5.251276;-0.017185;0.0001;0.563537;7;1;10;100;131.2892
0;;0;0;0;0.578091;7;1;10;100;
0;5.715745;5.644194;0.022969;-0.004639;0.582213;7;1;10;100;44.997307
0;3.908317;31.900114;0.013373;-0.003674;0.581562;1;1;10;95.006332;41.535152
0;4.51574;18.730232;0.011098;0.01064;0.577386;1;1;10;67.547089;133.114822
0;4.737457;14.728609;-0.01174;0.007508;0.593403;1;1;10;61.971645;129.137756
0;4.8814;12.824062;0.035765;0.00072;0.614303;1;1;10;60;49.814613
0;4.552969;18.091072;0.00053;0.018243;0.639606;8;1;10;44.247169;72.336449
0;5.301756;9.339546;0.0173;0.002617;0.578916;8;1;10;39.895691;131.139267
0;4.59317;17.422146;-0.00822;-0.007641;0.579824;8;1;10;35.930786;147.142761
0;4.175278;25.482534;-0.009709;-0.01191;0.53114;8;1;10;36.441982;216.863159
0;4.630388;16.308811;0.022916;0.000264;0.607437;8;1;10;43.453564;220.838593
0;5.356953;8.317756;-0.000372;-0.005319;0.602729;8;1;10;43.267052;157.261841
0;5.244049;9.589859;-0.000353;0.001249;0.569954;8;1;10;42.727104;170.837296
0;4.697054;15.793106;0.014445;0.007634;0.567375;8;1;10;42.043304;147.902008
0;4.11388;27.365034;0.031141;0.027175;0.602977;7;1;3;731.915527;276.830933
0;4.776994;15.883446;0.026486;0.005073;0.627979;7;1;3;733.367798;114.196739
0;4.839504;13.353485;0.01153;0.015364;0.603257;7;1;3;738.444458;308.509735
0;4.766687;14.322008;0.023539;0.001937;0.636113;7;1;3;738.915405;26.395889
0;6.196528;18.890919;-0.014481;-0.013365;0.671513;7;1;3;500.999268;95.140923
0;9.099145;10.852376;-0.013237;-0.057141;0.584155;7;1;3;495.41391;174.071182
0;5.649355;9.983121;0.012888;-0.010908;0.591516;7;1;10;128.855255;142.405685
0;4.741228;16.070562;-0.000358;0.002548;0.577481;7;1;10;129.568817;213.065857
0;4.023456;29.797314;-0.00113;0.008716;0.607551;7;1;10;110.498077;116.404617
0;4.840595;15.463425;-0.042946;-0.004958;0.541147;1;1;10;100.130836;110.495049
0;;0;0;0;0.532249;7;1;10;100;
0;;0;0;0;0.558084;7;1;10;100;
0;;0;0;0;0.575608;7;1;10;100;
0;5.93557;4.535574;0.018531;-0.00373;0.5587;7;1;10;100;44.997307
0;3.925964;31.448248;0.02339;0.00514;0.593483;1;1;10;96.233665;45.73568
0;4.324518;23.605818;-0.003496;-0.012878;0.52691;1;1;10;59.578102;159.85321
0;5.358567;8.568501;0.028411;-0.008683;0.55625;1;1;10;60;199.409668
0;8.643415;0.303064;0.001247;-0.000249;0.581715;1;1;10;60;135.002686
0;4.981356;12.016001;0.001989;0.01055;0.586523;1;1;10;58.163242;75.606201
0;4.294602;22.261511;0.027937;0.009524;0.57918;8;1;10;39.583595;234.833359
0;5.393397;8.024031;0.002521;0.012603;0.586572;8;1;10;41.165241;159.541046
0;4.75472;16.775108;0.013899;-0.008456;0.577926;8;1;10;38.760338;157.047043
0;4.37331;21.357365;0.004074;-0.000633;0.609665;7;1;3;732.574219;297.376831
0;5.478493;7.141511;0.02375;0.000748;0.611618;7;1;3;740;287.515015
0;5.417762;7.583614;0.025386;-0.001419;0.632861;7;1;3;740;146.289185
0;3.961068;31.362719;-0.007278;-0.002728;0.648666;7;1;3;503.357361;68.684814
0;5.346261;9.471982;-0.028138;-0.000554;0.62655;7;1;3;495;87.802132
0;4.904718;13.746214;-0.012654;-0.004495;0.56342;7;1;3;495.112518;211.703415
0;4.752305;16.813387;-0.00963;-0.001329;0.610215;7;1;10;127.9701;67.650589
0;5.859177;7.640296;-0.018835;-0.002791;0.589461;7;1;10;125.440971;215.733231
0;3.919004;31.626034;-0.002797;0.003657;0.572535;7;1;10;103.444153;133.190491
0;5.446005;8.102901;0.02095;-0.006663;0.56704;1;1;10;100;198.229767
0;;0;0;0;0.545263;7;1;10;100;
0;;0;0;0;0.564319;7;1;10;100;
0;;0;0;0;0.558298;7;1;10;100;
0;;0;0;0;0.530439;7;1;10;100;
0;5.986426;4.31155;0.01576;0.001013;0.54085;7;1;10;100;57.2075
0;4.259239;23.663881;-0.004404;-0.003867;0.533311;1;1;10;53.744324;214.562546
0;4.613531;17.091644;0.017981;0.000935;0.556414;1;1;10;57.888836;189.022675
0;5.045648;11.64192;0.003315;0.012885;0.584009;1;1;10;57.062809;139.911392
0;4.466994;21.897467;-0.009167;-0.002119;0.591205;7;1;10;130.801117;65.895859
0;4.925653;16.192099;-0.015619;-0.024063;0.603355;7;1;10;123.399239;87.583099
0;4.004121;31.050879;0.001808;0.013398;0.56103;7;1;10;103.21254;145.802734
0;5.229443;11.212339;-0.044766;0.002493;0.55936;1;1;10;95.949036;143.345779
0;5.086269;10.507086;0.027913;0.009688;0.547023;1;1;10;99.955788;292.404907
0;;0;0;0;0.541298;7;1;10;100;
0;;0;0;0;0.543235;7;1;10;100;
0;;0;0;0;0.551557;7;1;10;100;
0;;0;0;0;0.538713;7;1;10;100;
0;5.532267;6.994702;0.014316;0.00245;0.516907;7;1;10;99.674232;125.03566
0;4.733311;17.117107;-0.004412;0.002315;0.581654;1;1;10;64.405548;152.69545
0;4.736136;17.071623;-0.010592;-0.012349;0.565353;1;1;10;60.082142;129.19928
0;4.181618;25.341728;-0.005722;0.022681;0.544702;1;1;10;50.321445;186.353622
0;4.479942;19.938972;-0.001023;0.019266;0.623797;8;1;10;47.163471;110.914383
0;4.577634;19.267767;-0.023125;0.001804;0.51281;7;1;10;95.334381;185.071655
0;5.312147;8.969162;-0.032101;0.007732;0.548283;1;1;10;95;156.883591
0;5.418947;8.570574;-0.006775;-0.001271;0.524961;1;1;10;96.074646;285.477539
0;5.748554;6.005641;0.011052;-0.009846;0.328446;1;1;10;99.264748;274.58786
0;;0;0;0;0.395928;1;1;10;100;
0;;0;0;0;0.487696;1;1;10;100;
0;;0;0;0;0.54961;1;1;10;100;
0;;0;0;0;0.486626;7;1;10;100;
0;5.084005;10.873144;0.014569;0.008904;0.457573;1;1;10;99.070183;94.290886
0;5.316782;9.749992;0.009864;-0.000702;0.47408;1;1;10;95;101.952988
0;5.013241;14.540642;0.001675;0.00248;0.354745;1;1;10;60.938988;191.679901
0;5.819578;6.26986;-0.019247;-0.002298;0.408592;1;1;10;60;151.258591
0;6.584472;2.532049;0.009715;-0.003653;0.559899;1;1;10;60;58.939774
0;5.02592;11.144804;0.028684;0.018385;0.576739;1;1;10;60;39.971806
0;4.257388;23.702894;0.0111;-0.008825;0.548202;8;1;10;42.349442;225.844391
0;6.804068;1.969818;-0.005872;0.007039;0.589843;8;1;10;45;159.228607
0;5.529145;6.792166;0.025187;-0.004109;0.581407;8;1;10;45;14.589429
0;5.313578;8.405017;0.008914;0.020894;0.569528;8;1;10;44.399109;44.17725
0;4.575735;17.1724;0.054504;-0.001393;0.629658;7;1;3;635;187.505981
0;5.530662;6.781968;0.027988;-0.004731;0.630785;7;1;3;635;204.999985
0;4.611326;16.605545;0.051366;-0.002845;0.626302;7;1;3;635;28.808147
0;3.785306;34.263577;0.026589;0.001445;0.654471;7;1;3;630.703308;23.183897
0;4.930569;12.622444;0.00126;0.016541;0.591531;7;1;3;328.868927;115.989632
0;4.770298;14.727873;0.020978;0.010264;0.592904;7;1;3;325;68.119347
0;4.935189;15.665115;-0.000741;-0.023758;0.558378;1;1;10;89.814468;195.168732
0;4.948271;12.019451;0.012673;-0.00837;0.547165;1;1;10;93.546249;226.456131
0;5.16489;10.363363;-0.007668;0.002835;0.322597;1;1;10;96.294319;256.918152
0;5.953087;4.457139;0.015821;-0.000816;-0.000314;1;1;10;100;275.788635
0;;0;0;0;-0.022632;1;1;10;100;
0;;0;0;0;0.150596;1;1;10;100;
0;;0;0;0;0.291901;1;1;10;100;
0;;0;0;0;0.185393;1;1;10;100;
0;5.240971;9.323645;0.016402;-0.002787;0.327884;1;1;10;99.255035;60.922333
0;5.023371;12.257493;-0.002875;-0.005985;0.569827;1;1;10;95.118256;57.033031
0;4.535981;22.686234;0.004549;-0.006935;0.322891;1;1;10;54.773216;202.06636
0;4.654009;16.450947;0.048183;-0.000135;0.483807;1;1;10;60;212.936371
0;;0;0;0;0.557955;1;1;10;60;
0;6.049807;4.047668;0.012375;0.003057;0.544682;1;1;10;60;104.849205
0;6.259856;10.082153;-0.019539;-0.005212;0.597494;8;1;10;30.619318;155.09996
0;5.343486;10.560086;-0.026097;-0.014568;0.533546;8;1;10;30;209.293381
0;4.072984;28.589067;-0.001287;-0.005536;0.524059;8;1;10;37.11655;248.255859
0;5.483846;7.103779;0.024485;-0.000202;0.552751;8;1;10;45;256.785797
0;4.836094;13.397449;0.04439;-0.00364;0.573447;8;1;10;45;143.180099
0;3.738639;36.411201;0.029176;-0.00094;0.543489;8;1;10;40.424946;155.235687
0;4.066866;27.97629;0.020489;0.003745;0.593655;7;1;3;631.401001;194.970596
0;4.338062;22.047989;0.038681;0.011205;0.621188;7;1;3;633.361572;177.221527
0;4.642016;17.144251;0.015081;0.005313;0.569038;7;1;3;325.111298;174.742905
0;4.993443;12.247462;0.019302;0.020189;0.592621;7;1;3;324.466248;149.173401
0;4.680264;16.046869;-0.023501;-0.007296;-0.029791;1;1;10;95.432465;282.335083
0;7.318454;1.139999;0.00469;-0.000938;-0.165233;1;1;10;100;315.002686
0;;0;0;0;-0.082293;1;1;10;100;
0;;0;0;0;-0.041472;1;1;10;100;
0;;0;0;0;0.127382;1;1;10;100;
0;;0;0;0;0.13977;1;1;10;100;
0;7.17195;1.319807;0.005429;-0.001086;0.18784;1;1;10;100;44.997307
0;5.004797;11.745432;0.007302;-0.00171;0.464839;1;1;10;98.339188;49.803345
0;4.022239;29.048777;-0.001714;0.008399;0.515689;1;1;10;54.853333;200.595444
0;4.705012;15.192209;0.011321;0.008331;0.556479;1;1;10;57.3936;184.940292
0;4.089842;26.673414;0.005664;0.025455;0.60053;8;1;10;36.189022;21.170521
0;5.013268;12.378136;-0.032479;-0.007277;0.545741;8;1;10;30;41.421158
0;4.641158;16.652025;0.028353;0.004277;-0.068117;1;1;10;98.827629;283.378632
0;;0;0;0;-0.007144;1;1;10;100;
0;;0;0;0;-0.007193;1;1;10;100;
0;;0;0;0;0.091477;1;1;10;100;
0;;0;0;0;0.380669;1;1;10;100;
0;;0;0;0;0.434207;1;1;10;100;
0;;0;0;0;0.438759;1;1;10;100;
0;6.242476;3.340111;0.012149;-0.001771;0.306289;1;1;10;100;63.561325
0;4.894035;13.888176;-0.01123;-0.004125;0.583678;1;1;10;95.859421;76.335251
0;5.063802;12.823059;0.000135;0.001829;0.566064;1;1;10;87.466667;89.000786
0;5.566651;8.267885;0.004177;-0.002553;0.548876;1;1;10;83.838837;72.538742
0;5.457337;9.683051;0.008373;-0.007902;0.527803;1;1;10;81.403923;33.981731
0;4.22412;25.104189;0.02841;0.006771;0.578001;1;1;10;79.483063;32.315384
0;4.588096;16.973621;0.034093;0.016793;-0.014888;1;1;10;99.47271;253.408463
0;;0;0;0;-0.122168;1;1;10;100;
0;;0;0;0;-0.030616;1;1;10;100;
0;;0;0;0;0.247042;1;1;10;100;
0;;0;0;0;0.425777;1;1;10;100;
0;;0;0;0;0.495974;1;1;10;100;
0;;0;0;0;0.562606;1;1;10;100;
0;;0;0;0;0.475484;1;1;10;100;
0;4.761548;14.851631;0.029337;0.008096;0.507413;1;1;10;99.413559;64.017624
0;4.868604;14.644526;-0.005269;0.005521;0.564364;1;1;10;87.460381;92.001938
0;6.530731;2.838361;0.008998;0.000275;0.565286;1;1;10;85;39.2617
0;5.608461;6.693444;0.003212;-0.004466;0.507843;1;1;10;83.909149;16.889906
0;5.18074;9.89137;0.009168;-0.000935;0.531741;1;1;10;83.696838;7.097367
0;4.297219;22.20899;0.022112;0.001771;0.578777;1;1;10;82.361839;27.585121
0;4.625916;26.548462;0.003423;0.001427;0.543445;1;1;10;76.5737;160.454483
0;4.897035;21.968836;-0.021199;0.004367;0.563422;1;1;10;72.523453;155.108398
0;6.173571;8.650935;-0.031264;0.004481;0.512273;1;1;10;70;155.51265
0;4.265759;28.088144;-0.04069;-0.01027;0.505017;1;1;10;71.928368;288.875549
0;4.764421;14.810886;-0.021106;0.001972;-0.105975;1;1;10;93.699455;221.865463
0;4.608333;17.175489;0.033261;0.024517;0.012691;1;1;10;99.768257;208.935989
0;5.181525;9.570916;0.03052;0.003888;0.166669;1;1;10;100;181.693314
0;5.54431;6.911782;0.02095;0.000748;0.452777;1;1;10;99.893776;192.232758
0;6.334949;3.045674;0.011176;-0.001291;0.552305;1;1;10;100;200.523102
0;8.872444;0.241029;0.000992;-0.000198;0.538755;1;1;10;100;224.997314
0;;0;0;0;0.52317;1;1;10;100;
0;;0;0;0;0.53296;1;1;10;100;
0;5.758519;5.409289;0.014773;0.007566;0.388412;1;1;10;100;93.369576
0;4.886267;14.398868;-0.012264;-0.013821;0.562973;1;1;10;86.671661;79.123398
0;7.797285;0.776916;-0.003197;0.00064;0.536219;1;1;10;85;44.997307
0;;0;0;0;0.53373;1;1;10;85;
0;;0;0;0;0.558667;1;1;10;85;
0;7.391849;1.059345;0.004358;-0.000872;0.587696;1;1;10;85;44.997307
0;4.37497;21.321941;0.011716;0.000887;0.582571;1;1;10;81.766541;69.435722
0;4.542757;28.027237;-0.020149;-0.008263;0.530089;1;1;10;69.32579;173.372482
0;5.437345;14.400235;-0.029977;0.005678;0.56528;1;1;10;70;189.808365
0;6.394177;5.062823;-0.018774;0.003023;0.578789;1;1;10;70;152.280136
0;6.786039;2.199535;-0.008696;0.001485;0.562496;1;1;10;70;318.974762
0;5.000243;15.442466;-0.038665;-0.01093;0.498873;1;1;10;70.122627;326.546387
0;5.265749;9.675608;-0.01157;-0.001081;0.557851;1;1;10;95.379532;197.294495
0;4.983284;12.368685;-0.003287;0.000996;0.568994;1;1;10;96.771439;195.611084
0;4.972138;12.123998;0.005748;0.001029;0.491034;1;1;10;98.154488;193.226166
0;5.297572;8.818861;0.009475;-0.000402;0.406396;1;1;10;98.942886;190.89447
0;5.507471;7.168506;0.005814;0.00073;0.448346;1;1;10;99.064796;174.699966
0;5.220023;9.215778;0.002181;0.004176;0.347227;1;1;10;98.079559;138.153015
0;4.948196;13.567115;-0.000616;-0.000425;0.549332;1;1;10;88.436531;83.350006
0;6.514318;3.139347;-0.011037;0.000228;0.536459;1;1;10;85;81.658195
0;;0;0;0;0.514872;1;1;10;85;
0;;0;0;0;0.530932;1;1;10;85;
0;;0;0;0;0.602108;1;1;10;85;
0;4.848009;13.669571;0.017953;0.001606;0.593164;1;1;10;83.588821;82.078743
0;5.185765;10.153764;0.001552;0.005185;0.61357;6;1;4;36.969505;241.472443
0;5.286119;9.48409;-0.001652;0.000933;0.632148;6;1;4;39.421925;222.46637
0;5.217279;10.447185;-0.001412;-7.80E-05;0.631368;6;1;4;41.617931;217.654282
0;6.560928;11.515712;-0.014673;-0.036832;0.503024;1;1;10;62.315205;233.312347
0;5.323121;12.64815;0.016904;-0.001468;0.516705;1;1;10;68.754974;250.721985
0;5.399518;8.229508;-0.02493;-0.001488;0.52793;1;1;10;70;318.964569
0;4.333946;22.772186;-0.010299;0.003417;0.490327;1;1;10;73.7714;328.403595
0;5.099873;11.042959;0.001447;0.000668;0.3424;1;1;10;95.172653;193.816147
0;5.184272;10.479456;0.005789;0.001565;0.286198;1;1;10;95.992737;185.257751
0;5.105125;10.651165;0.006537;0.007611;0.303639;1;1;10;95.643585;153.911194
0;4.934643;13.35568;0;0;0.528093;1;1;10;89.072754;82.295631
0;6.00362;4.941461;-0.017179;0.000145;0.532918;1;1;10;85;84.719376
0;;0;0;0;0.534847;1;1;10;85;
0;;0;0;0;0.572531;1;1;10;85;
0;10.242702;0.061232;0.000252;-5.00E-05;0.609251;1;1;10;85;135.002686
0;4.978901;12.044679;0.008407;0.004826;0.578634;1;1;10;83.445045;99.918999
0;5.337585;10.087969;-0.010139;-0.010503;0.60569;6;1;4;26.003901;253.257858
0;5.076666;13.00446;-0.004676;-0.002138;0.618398;6;1;4;30.42724;246.010818
0;5.079363;12.291396;0.010082;0.001759;0.624393;6;1;4;35.043255;236.168121
0;5.572989;7.57555;0.001254;0.001391;0.597509;6;1;4;37.471622;230.366974
0;5.663646;7.317232;-0.001906;-0.000403;0.622919;6;1;4;39.159496;222.216675
0;5.368927;9.7828;-0.001372;-0.001812;0.598712;6;1;4;41.349754;231.432892
0;5.686433;9.62666;-0.00316;-0.003611;0.593797;6;1;4;43.908684;231.316269
0;5.617797;15.43669;-0.00855;-0.006654;0.562392;6;1;4;47.29808;246.746658
0;5.41234;16.174007;-0.002335;-0.00044;0.553137;1;1;10;63.380997;152.321869
0;6.309864;10.609642;-0.022786;-0.006776;0.519168;1;1;10;60.382759;155.499725
0;7.271535;1.950946;-0.017912;-0.000563;0.563659;1;1;10;60;171.567078
0;4.676846;17.078863;-0.026698;-0.003244;0.571057;1;1;10;61.229992;323.813354
0;4.990374;13.026277;0.000483;-0.013958;0.5187;1;1;10;89.112671;175.880798
0;5.405993;7.924872;0.004576;0.025727;0.498834;1;1;10;89.708984;124.143173
0;5.562759;6.786624;-0.022025;-0.002016;0.544687;1;1;10;85.00563;82.246628
0;;0;0;0;0.559845;1;1;10;85;
0;8.052516;0.547204;0.002252;-0.00045;0.575204;1;1;10;85;135.002686
0;5.310514;8.707212;0.022802;0.005237;0.579598;1;1;10;84.92971;140.058334
0;4.681845;16.511946;0.000573;0.002917;0.591574;1;1;10;80.79541;131.152939
0;5.176049;11.810447;0.00118;0.000952;0.618938;6;1;4;27.792067;309.906158
0;8.747075;6.205149;-0.000292;-0.008234;0.641688;6;1;4;30.063353;311.226349
0;5.466627;11.69988;-0.000587;-0.012741;0.640133;6;1;4;32.71767;269.021088
0;6.142709;5.768826;-0.003611;-0.000698;0.642353;6;1;4;35.801697;234.552078
0;7.106158;6.689544;-0.000629;-0.00365;0.613021;6;1;4;37.740742;250.004105
0;6.117687;7.78105;-0.00208;0.002631;0.621259;6;1;4;40.286495;260.135071
0;5.778034;8.624543;-5.10E-05;0.003401;0.633201;6;1;4;43.273735;267.259155
0;4.856876;15.225368;-0.011188;-0.003758;0.575836;6;1;4;46.686787;279.127594
0;7.617454;19.777262;-0.047014;-0.099228;0.526601;1;1;10;70;145.114288
0;4.034478;31.776834;-0.060853;0.005377;0.576513;1;1;10;71.369476;184.648224
0;5.023248;19.237749;-0.001321;-0.002722;0.566914;1;1;10;63.552319;154.124329
0;5.385758;12.654783;-0.01949;0.002971;0.559268;1;1;10;60.932285;157.920074
0;6.918961;3.113673;-0.011636;0.001707;0.557775;1;1;10;60;148.528275
0;5.350823;8.899679;-0.028343;-2.40E-05;0.532527;1;1;10;60;320.294617
0;4.260678;26.938307;-0.012311;0.007142;0.497404;1;1;10;64.402229;327.734467
0;5.192409;11.624054;-0.001175;-0.004455;0.522811;1;1;10;84.883537;198.457489
0;5.33376;8.510098;-0.010292;0.001236;0.488796;1;1;10;85.854294;193.884064
0;5.827055;5.052899;-0.005624;0.009352;0.550645;1;1;10;85.641853;121.988007
0;5.840558;4.985473;0.017976;-0.001459;0.554017;1;1;10;85;156.5466
0;4.773005;14.689793;0.01872;-0.000712;0.554859;1;1;10;83.521149;153.332993
0;5.229196;12.976263;-0.00274;-0.000246;0.592085;6;1;4;26.092766;291.292572
0;5.408086;9.912998;0.00567;0.002642;0.6019;6;1;4;30.210613;302.42569
0;5.601196;7.57528;-0.000273;0.00335;0.595819;6;1;4;32.36628;316.049408
0;5.552817;7.946091;-0.001993;-0.008621;0.644375;6;1;4;33.838615;310.984833
0;6.22826;4.849929;-0.013296;-0.011114;0.634736;6;1;4;35;322.12326
0;8.201015;7.055435;-0.001962;-0.014041;0.629709;6;1;4;37.062622;284.463226
0;8.335776;5.847095;0.002723;-0.004789;0.632965;6;1;4;39.755554;268.203247
0;5.070703;12.737757;0.00087;0.002037;0.639989;6;1;4;43.108662;268.759338
0;9.52925;15.433463;-0.00481;-0.020773;0.558639;7;1;4;134.500137;281.601532
0;10.241906;7.622952;0.013427;-0.004499;0.561789;7;1;4;140;260.524384
0;5.669678;13.201534;-0.03354;-0.03832;0.557106;7;1;4;140.346176;233.512222
0;3.775894;43.223904;-0.015635;0.013545;0.653882;1;1;10;77.685265;65.220406
0;5.708498;7.373841;0.021855;-0.005453;0.600388;1;1;10;70;112.942734
0;5.314908;15.400089;-0.000464;0.001272;0.522348;1;1;10;58.049164;158.926254
0;5.943789;10.693031;0.005771;-0.010612;0.540061;1;1;10;58.234234;225.211548
0;5.108253;10.95304;-0.032828;0.001285;0.503373;1;1;10;60;310.618591
0;5.093896;11.782881;-0.00146;0.003609;0.554114;1;1;10;81.721687;220.916748
0;5.072871;11.337473;0.01113;0.006346;0.555192;1;1;10;83.676628;181.790909
0;4.795989;14.813457;0.005845;0.001958;0.586134;1;1;10;82.68676;163.631882
0;5.2897;13.337456;0.001803;-0.002153;0.610265;6;1;4;28.172474;299.748779
0;5.531003;9.670285;-0.000455;-0.002253;0.607689;6;1;4;31.607891;302.078217
0;5.552537;8.601113;-0.001715;-0.000303;0.559601;6;1;4;34.145176;313.351288
0;5.34747;9.990749;-0.000904;0.002918;0.640169;6;1;4;36.554996;318.296539
0;5.189744;11.347534;0.000343;0.004537;0.658468;6;1;4;38.711147;333.346954
0;5.119176;13.13235;-0.004436;0.000499;0.648516;6;1;4;40.101299;341.367767
0;4.786631;17.153399;-0.009025;0.003885;0.633988;6;1;4;42.272102;331.261475
0;4.537881;17.793829;0.052319;0.015252;0.618747;7;1;4;125;350.627502
0;4.541466;18.28653;0.027323;-0.007539;0.630144;7;1;4;123.158203;8.00984
0;4.652216;16.478878;0.005199;-0.004815;0.626937;7;1;4;122.212601;0.273121
0;4.842621;14.590378;0.006791;-0.00884;0.621071;7;1;4;122.756187;344.540894
0;4.750646;16.384729;-0.001925;-0.001616;0.631162;7;1;4;138.423325;324.056702
0;5.31819;11.09506;0.003683;-0.00136;0.677313;7;1;4;141.406403;332.004639
0;5.683917;10.782784;-0.004751;-0.004222;0.659072;7;1;4;143.226044;305.691498
0;5.275977;11.560825;8.60E-05;-0.000706;0.645426;6;1;4;34.118313;317.085876
