Training;TWI;SLOPE;PROFC;PLANC;NDVI;LANDUSE;GEOM;GEO;ELEV;ASP
0;5.638774;9.237077;-0.008577;-0.003905;0.623671;7;1;10;146.041962;179.671188
0;6.208266;10.167378;-0.001741;-0.014183;0.636325;7;1;10;147.440643;289.485596
0;6.061025;10.60614;0.000541;-0.005905;0.618918;7;1;10;113.424362;300.022339
0;5.895479;10.421167;4.00E-05;-0.00639;0.579314;7;1;10;116.71479;284.360229
0;5.519543;10.463064;-0.000148;-0.004023;0.557025;7;1;10;120.376442;273.029724
0;5.172902;10.597738;0.002557;0.003464;0.636551;7;1;10;116.020134;308.030792
0;5.593679;9.925201;-0.00013;-0.003053;0.609011;7;1;10;118.462418;310.782166
0;5.871058;9.990097;-0.000411;-0.004166;0.568534;7;1;10;121.287857;297.850464
0;4.439535;20.664604;0.003716;0.010618;0.637655;7;1;6;405.386536;329.28125
0;4.393488;21.152515;0.007599;-0.006937;0.625083;7;1;6;408.492065;325.41983
0;5.252079;21.30098;-0.006869;-0.023885;0.539024;7;1;10;165.374054;223.515884
0;5.961521;9.903644;-0.00371;-0.003931;0.497053;7;1;10;170;223.608398
0;5.223894;17.750065;-0.018631;-0.026056;0.504464;7;1;10;171.657074;243.073517
0;4.675197;15.969051;0.010184;0.031344;0.611389;7;1;6;397.770386;326.555145
0;4.726929;15.621181;0.015009;-0.009912;0.616631;7;1;6;397.668793;175.276184
0;4.764393;17.677019;-0.001454;-0.017659;0.602813;7;1;6;400.499023;282.788239
0;4.658864;17.344894;0.021758;-0.007644;0.620536;7;1;6;407.907288;266.841003
0;4.996103;12.210617;-0.018029;0.011477;0.590893;7;1;6;411.416412;275.019958
0;5.082461;17.009937;0.011155;-0.001377;0.564136;7;1;6;397.19165;240.453949
0;7.050372;2.894529;0.009934;-0.003144;0.559281;7;1;6;400;241.161484
0;4.790488;22.199478;-0.002301;0.020942;0.571503;7;1;6;404.462341;292.969971
0;5.310612;9.827823;0.020933;-0.006366;0.608242;7;1;6;409.31781;317.290405
0;5.3055;10.832745;-0.027191;-0.014669;0.605712;7;1;6;410;270.340668
0;4.784082;22.041718;-0.000345;-0.018448;0.621621;7;1;6;405.780945;293.474518
0;6.766833;5.182739;-0.011375;-0.004137;0.58922;7;1;6;410;321.255737
0;4.486559;19.895817;-0.011436;0.004025;0.610779;7;1;6;413.414276;306.140656
0;4.212206;25.139774;-0.006556;0.000865;0.620471;7;1;6;420.094421;312.594055
0;4.404088;21.405449;0.028756;-0.001668;0.560835;7;1;6;428.006348;311.655457
0;5.407899;8.650749;-0.0082;0.017016;0.518715;7;1;6;431.252625;224.631012
0;4.052905;28.701271;-0.005783;0.003112;0.567135;7;1;10;196.543701;287.359039
0;4.858037;14.295365;0.078085;0.017658;0.5759;7;1;10;209.031036;297.078796
0;4.400357;20.231283;6.00E-06;0.041289;0.624542;7;1;10;105.399307;134.166031
0;4.914802;13.475653;0.013143;0.000144;0.658914;6;1;10;99.512833;72.226654
0;5.981274;15.050568;-0.00148;-0.013273;0.605731;7;1;10;119.141556;270.858582
0;6.213553;11.21711;0.012387;-0.004231;0.606389;7;1;10;124.688461;266.71228
0;4.714118;16.481911;-0.001358;0.002367;0.557298;7;1;10;128.874298;250.078552
0;4.6385;26.081333;-0.005067;-0.018747;0.6244;7;1;6;418.418518;316.181091
0;4.771004;18.953445;0.015866;0.001447;0.535519;7;1;6;426.586121;299.098267
0;6.370202;3.350616;0.011734;0.000436;0.526921;7;1;6;430;276.872375
0;5.877314;7.81233;-0.022272;0.000686;0.591748;7;1;6;430.20108;308.114075
0;4.910672;16.970804;-0.016871;-0.006174;0.412853;2;1;3;129.637222;100.95163
0;4.168064;27.376759;-0.045109;-0.022552;0.359387;7;1;3;127.273933;216.505096
0;3.879804;32.645065;-0.010949;0.00223;0.561204;7;1;10;199.363022;283.196289
0;5.203362;11.006291;0.095084;0.002315;0.603395;7;1;10;209.552338;106.107101
0;4.030022;28.885361;-0.004522;0.023878;0.614091;7;1;10;260.62796;175.76416
0;4.922799;14.536314;-0.036302;0.001535;0.704573;7;1;10;255.28009;128.543945
0;4.088461;28.743351;0.042877;0.005791;0.710306;7;1;10;253.125854;54.372612
0;4.321288;23.355963;0.017872;-0.001293;0.580729;7;1;10;98.332832;197.448975
0;5.841437;6.623897;0.025101;-0.003831;0.620285;6;1;10;100;128.239059
0;4.896295;16.252285;0.000911;-0.007723;0.620601;7;1;10;121.678307;313.86615
0;5.163853;11.316292;0.002556;0.002203;0.627695;7;1;10;125.838646;316.827698
0;5.730559;15.651394;-0.00366;-0.017819;0.619088;7;1;10;128.252625;302.367249
0;5.000731;14.627508;0.000774;0.003683;0.536445;7;1;6;424.570587;298.083801
0;5.231918;12.388955;-0.005806;0.000341;0.539445;7;1;6;428.452362;311.141083
0;5.102989;15.156248;-0.018723;0.006821;0.629447;7;1;6;431.264832;330.190491
0;4.381328;23.898457;-0.018903;-0.002744;0.596589;7;1;3;128.629593;95.155815
0;8.363214;3.08768;-0.008601;-0.006123;0.443927;2;1;3;125;164.561172
0;3.820907;42.922882;-0.025371;-0.017737;0.365224;7;1;3;130.744324;250.095779
0;3.900463;33.391441;0.012049;-0.015981;0.607477;7;1;10;249.667847;217.069153
0;6.161073;5.165018;0.016994;-0.002916;0.642125;7;1;10;255;210.685211
0;6.395136;4.354033;0.016563;-0.002646;0.69458;7;1;10;255;49.011547
0;4.313627;24.770905;-0.020327;0.009203;0.630124;7;1;3;128.203934;98.049187
0;7.002123;0.781996;0.003216;-0.000644;0.485573;2;1;3;125;224.997314
0;3.92663;38.22501;-0.046396;-0.011775;0.352178;7;1;10;127.682167;273.506531
0;3.874812;32.738941;0.037359;0.003767;0.620119;7;1;10;251.911041;229.921387
0;6.066948;1.989551;0.008143;-0.001636;0.679762;7;1;10;255;224.997314
0;3.650945;38.866341;0.046355;0.005924;0.712138;7;1;10;252.074463;79.35611
0;3.915907;32.168034;0.041881;0.02161;0.65412;7;1;10;252.741455;211.349548
0;3.858296;32.78009;0.03319;0.045505;0.63963;7;1;10;251.530106;117.921143
0;4.120185;27.124269;0.003967;0.003005;0.594524;7;1;3;220.477112;348.316071
0;4.417571;21.925659;0.019342;0.008105;0.580269;7;1;3;221.92572;3.641394
0;4.265352;23.728672;0.01958;0.023923;0.582024;7;1;3;221.281952;17.541615
0;5.082528;12.157138;-0.004327;-0.002756;0.6434;7;1;10;168.742157;206.274979
0;5.108904;14.128372;-0.005443;-0.000285;0.636349;7;1;10;170.917633;208.699646
0;4.371979;20.826538;0.011772;0.047524;0.602262;7;1;3;230.610474;25.804928
0;5.416877;8.973194;0.001582;0.005817;0.586814;7;1;10;225;80.187958
0;4.321988;22.931953;0.024891;0.00886;0.591967;7;1;10;222.022461;137.940826
0;5.276191;10.831632;0.000407;-0.003617;0.627408;7;1;10;163.573181;209.852127
0;5.426271;9.981266;-0.000144;0.001898;0.635237;7;1;10;165.697952;213.095886
0;5.560156;10.459448;-0.001092;0.000752;0.608803;7;1;10;167.266785;203.12088
0;5.17562;12.62867;0.008998;-0.000595;0.59538;7;1;10;160.76004;226.433624
0;5.507829;9.664557;-0.000724;0.00246;0.583901;7;1;10;162.671082;202.204865
0;5.157219;10.448428;-0.000729;0.007247;0.612228;7;1;10;112.143372;313.685699
0;5.083727;11.23613;0.001477;0.002568;0.613105;7;1;10;113.896217;342.921265
0;4.249754;23.673092;0.041265;0.037116;0.593288;7;1;4;398.483459;288.880585
0;5.01543;12.507484;-0.022587;-0.01151;0.535025;7;1;4;397.901733;311.940002
0;4.789561;16.215042;0.010469;0.005885;0.575475;7;1;10;157.715393;232.743774
0;5.572329;9.988901;0.004088;-0.000925;0.620944;7;1;10;159.517365;189.736725
0;5.017239;12.698299;-0.002363;-0.000815;0.650987;7;1;10;110.121445;294.555786
0;5.079781;11.432561;0.004992;0.002229;0.625392;7;1;10;114.402634;300.128906
0;5.266011;9.53026;-0.000568;0.004728;0.607034;7;1;10;117.031845;318.121033
0;5.129105;11.07057;0.001342;0.002136;0.610301;7;1;10;118.9953;332.641357
0;4.875951;13.748863;0.003562;0.008237;0.610253;7;1;10;120.93615;343.131683
0;4.937384;13.297544;0.010244;0.004789;0.530542;7;1;4;396.167114;246.506134
0;3.650656;40.653992;-0.031096;-0.006963;0.502399;7;1;4;401.778809;299.679352
0;5.448569;13.964416;-0.000763;-0.018032;0.600174;7;1;10;104.965195;338.22876
0;6.8957;11.222324;0.008983;-0.004919;0.597337;7;1;10;108.429108;312.603394
0;5.009967;13.6767;0.001063;0.005454;0.624568;7;1;10;112.232498;288.224182
0;5.410766;8.915295;0.001932;0.001438;0.636567;7;1;10;115.893265;289.658844
0;5.348385;8.655554;-0.000238;0.002549;0.619844;7;1;10;118.732986;290.193787
0;5.348844;8.655936;0.000593;0.005391;0.622812;7;1;10;121.573288;298.915466
0;5.215672;10.031878;-0.000544;0.005969;0.607433;7;1;10;124.183296;307.851929
0;5.139809;11.32517;0.002782;0.006741;0.61402;7;1;10;126.631912;332.333313
0;5.210977;12.053814;0.003975;-0.001859;0.630213;7;1;10;127.592552;349.333099
0;5.532085;7.532959;0.01167;-0.006357;0.485994;2;1;10;99.343666;111.80233
0;5.903526;8.1973;-0.008706;-0.019709;0.421352;6;1;10;95.753815;133.973297
0;5.151278;12.812046;-0.006711;-0.002591;0.581198;7;1;10;96.867882;210.88945
0;5.656668;7.84814;0.022776;0.002328;0.577786;7;1;10;100;218.696304
0;5.252228;9.037629;0.032576;-0.004601;0.665602;7;1;10;100;103.033295
0;5.542999;11.497692;-0.01083;-0.008194;0.527854;6;1;10;96.811188;198.191864
0;5.209994;13.601053;0.005067;-0.001632;0.578997;6;1;10;99.136009;200.609192
0;4.950649;12.770964;0.004449;0.00853;0.614117;7;1;10;110.634262;321.634857
0;5.112678;11.827644;0.0054;0.000802;0.649183;7;1;10;111.029015;16.791208
0;5.287532;11.462685;0.003715;-0.012812;0.617581;7;1;10;109.703079;179.920288
0;7.520283;6.696658;-0.003704;-0.001609;0.614853;7;1;10;110.423233;344.39978
0;5.438607;12.257541;0.001945;-0.006758;0.594166;7;1;10;112.803558;280.062866
0;5.6692;7.884297;-0.000897;0.002733;0.614566;7;1;10;116.442093;272.300629
0;5.708288;8.232019;-5.50E-05;0.002929;0.637731;7;1;10;119.302269;270.64325
0;5.624622;8.264372;2.60E-05;0.001698;0.612817;7;1;10;122.16243;272.270386
0;5.404106;9.196466;-0.004429;0.00128;0.634132;7;1;10;124.986282;272.30481
0;5.355228;9.266218;0.004132;0.004916;0.625292;7;1;10;128.724182;284.952728
0;5.428746;8.883485;-0.005515;0.000535;0.607032;7;1;10;130.615814;323.007446
0;4.883446;14.518241;-0.016153;-0.000807;0.619145;6;1;10;99.29351;68.049255
0;5.577489;8.20544;-0.005741;0.000228;0.609957;6;1;10;96.165527;66.339836
0;7.424957;1.551268;-0.006501;0.001264;0.508507;6;1;10;95;136.487488
0;5.35995;9.559629;-0.025181;-0.008153;0.452776;6;1;10;95;219.442947
0;4.859824;13.358109;0.003922;-0.013011;0.592919;7;1;10;97.5;198.229889
0;4.895588;12.724199;0.017006;0.024037;0.628631;7;1;10;98.998146;130.603546
0;7.177875;2.072846;-0.00442;-0.004776;0.630198;6;1;10;95;144.808807
0;7.231446;5.110792;-0.015567;-0.002536;0.618701;6;1;10;95;213.385834
0;5.288639;12.478781;-0.005148;-0.00435;0.569126;6;1;10;97.281754;229.992432
0;4.706021;17.53924;-0.00062;0.002874;0.593362;7;1;10;109.35257;299.10257
0;5.15374;10.60165;0.011399;0.006358;0.606115;7;1;10;114.013718;318.60022
0;5.330515;9.348322;-0.001169;0.001566;0.613016;7;1;10;114.30426;8.698732
0;5.17929;11.701366;-0.004868;-0.00396;0.646808;7;1;10;113.556961;3.393971
0;5.141294;12.904446;-0.004211;-0.00226;0.657624;7;1;10;113.838333;352.474579
0;6.916647;11.270157;-0.00207;-0.007927;0.613328;7;1;10;114.746284;337.830383
0;7.758604;7.608001;-0.0059;-0.011325;0.613627;7;1;10;116.203979;294.517822
0;5.95839;8.888324;-0.001289;-0.006054;0.622705;7;1;10;119.164978;282.123352
0;5.836276;9.342804;-0.000354;-0.003619;0.612429;7;1;10;122.352982;284.720032
0;5.70937;9.891245;-0.004398;-0.0044;0.613155;7;1;10;125.33416;289.452698
0;4.665712;19.15601;-0.01434;0.001061;0.635601;6;1;10;101.51265;71.839592
0;5.488095;9.165077;-0.000181;0.000725;0.641598;6;1;10;97.531525;68.576355
0;6.631512;3.160253;-0.010576;-0.000232;0.612597;6;1;10;95;68.152206
0;;0;0;0;0.525474;2;1;10;95;
0;7.076719;2.068029;-0.005934;0.001192;0.50346;6;1;10;95;180
0;5.473186;7.635809;-0.00776;-0.000362;0.635379;6;1;10;94.507858;145.521729
0;5.969992;4.839317;0.007301;-0.000805;0.637496;6;1;10;94.551575;209.060028
0;8.53175;1.228707;0.004397;-0.000589;0.606285;6;1;10;95;217.081329
0;5.87922;6.455854;-0.015264;-0.002704;0.565532;6;1;10;95.223015;246.59967
0;4.971677;14.251539;-0.008887;-0.002307;0.573335;6;1;10;98.858055;245.530685
0;4.603259;18.022266;0.003242;0.003147;0.597198;7;1;10;112.069435;288.162537
0;5.291455;9.629704;-0.005566;0.00274;0.589485;7;1;10;115.926674;318.913971
0;3.879657;33.490204;0.00619;-0.002515;0.568268;7;1;10;293.654846;341.299896
0;4.515559;20.050247;0.030715;-0.012647;0.574563;7;1;10;298.082611;332.106964
0;5.04331;10.958485;0.036456;0.012258;0.609435;7;1;10;300;76.199348
0;4.781193;19.828365;-0.001691;-0.000661;0.640491;7;1;10;103.616714;78.258942
0;5.579881;9.425079;-0.002414;0.000595;0.635101;6;1;10;98.538589;72.330193
0;6.053333;6.121212;-0.008908;0.000694;0.624188;6;1;10;95.602348;73.25132
0;9.067159;0.099192;0.000408;-8.20E-05;0.595144;2;1;10;95;135.002686
0;6.313549;3.31777;0.006494;0.000286;0.384377;6;1;10;94.79847;128.215302
0;5.681048;6.131311;8.10E-05;-1.50E-05;0.610897;6;1;10;93.205841;127.156143
0;5.758593;6.822126;-0.004173;-0.009942;0.593864;6;1;10;91.883934;187.624741
0;5.361027;8.376919;0.004962;-0.00047;0.571371;6;1;10;93.554367;209.144897
0;5.803503;6.219825;0.000685;-0.000254;0.567046;6;1;10;94.752289;227.952087
0;5.07668;11.290112;-0.00186;0.003164;0.540759;6;1;10;97.411484;242.747742
0;4.782863;15.682475;0.000656;0.006482;0.634734;7;1;10;306.882446;16.920771
0;4.560382;18.53484;0.016218;0.003839;0.638288;7;1;10;304.653931;34.607353
0;4.934053;13.025652;0.013821;0.014078;0.586287;7;1;10;302.921509;193.153091
0;5.83011;5.559894;-0.01012;0.000394;0.595708;7;1;10;300.38678;49.897369
0;4.494;20.214733;0.039704;0.007361;0.647979;7;1;10;299.152893;115.718109
0;4.97919;19.15403;-0.008203;-0.004873;0.62151;7;1;10;152.812729;110.649323
0;5.785397;11.231236;-0.001684;-0.003974;0.622075;7;1;10;148.23288;115.092377
0;5.520834;11.181149;-0.00847;0.000942;0.645051;6;1;10;99.312164;78.133362
0;6.221378;8.03923;-0.002887;0.000397;0.616454;6;1;10;96.278145;80.44606
0;7.683603;2.070163;0.006414;0.000423;0.620049;6;1;10;95;124.791779
0;5.731533;5.925587;0.000911;-0.000164;0.478778;6;1;10;93.620422;126.867706
0;5.723915;6.15151;0;0;0.563491;6;1;10;91.903809;127.182327
0;6.023166;5.816044;0.00111;-0.00652;0.617896;6;1;10;90.18721;143.477875
0;5.418795;9.321114;-0.001665;7.90E-05;0.543831;6;1;10;90.556335;208.556763
0;5.222844;10.091406;-0.000695;-0.003194;0.602429;6;1;10;92.256058;215.702423
0;5.088351;11.513908;-0.002594;0.004926;0.519913;6;1;10;94.907043;220.277374
0;4.659387;17.193798;-0.010492;-0.000768;0.508363;6;1;10;97.003601;206.094513
0;5.042883;11.140251;0.001963;0.011722;0.630445;7;1;10;310.527771;70.304306
0;5.215376;9.871261;0.000294;0.009766;0.626615;7;1;10;306.922394;88.834511
0;5.494015;7.42208;0.007512;0.00811;0.591958;7;1;10;304.331207;99.809647
0;4.871122;13.935663;0.016299;0.008218;0.609582;7;1;10;301.345886;110.880424
0;5.169997;14.313961;-0.00363;0.000239;0.634282;7;1;10;151.588257;99.863312
0;5.636873;9.966372;3.00E-06;0.000147;0.636221;7;1;10;147.504272;95.876404
0;5.823019;10.070463;-7.90E-05;0.000329;0.626216;7;1;10;143.990082;94.088936
0;5.81104;11.604786;0.004634;0.000723;0.627815;7;1;10;140.423828;91.577133
0;6.568004;12.384987;-0.008449;-0.002942;0.643908;6;1;10;100.131409;73.815262
0;6.68348;9.504176;0.000618;4.00E-06;0.647824;6;1;10;96.967857;76.647659
0;6.787631;5.526236;0.000881;-0.004607;0.650975;6;1;10;94.266861;97.713379
0;7.374981;5.935284;-0.00035;-0.004451;0.569533;2;1;10;92.341522;112.916786
0;6.904318;5.951739;2.00E-06;-0.002248;0.523375;6;1;10;90.601791;121.10994
0;5.796196;6.158255;8.00E-05;-0.000523;0.63063;6;1;10;88.885178;125.924507
0;6.126189;6.864972;-0.004261;-0.009852;0.530982;6;1;10;87.575439;188.166748
0;5.22476;10.371731;-0.000546;-0.002744;0.602735;6;1;10;89.461685;221.557037
0;5.219779;9.519844;0.001315;0.007321;0.610672;6;1;10;92.078583;209.428284
0;5.416517;9.715639;-0.002506;-0.003746;0.56108;6;1;10;92.922836;204.580597
0;6.191385;13.990871;0.000823;-0.004975;0.65053;7;1;10;149.865082;117.014496
0;6.613393;9.327227;-0.002867;0.004321;0.631527;7;1;10;146.424957;126.110123
0;5.003015;12.71279;-0.004003;-0.001217;0.649395;7;1;10;142.71817;117.957321
0;5.086734;12.042726;0.019998;0.001761;0.61553;7;1;10;140.199005;105.398102
0;4.95076;15.025697;-0.003236;0.003243;0.62088;7;1;10;102.002045;71.800491
0;5.290836;9.986038;0.000464;-0.001231;0.643353;6;1;10;97.80986;73.436295
0;5.568393;7.706829;-0.003965;-0.000541;0.631083;6;1;10;94.645599;71.744034
0;5.822501;6.505135;-0.000428;-0.00016;0.625243;6;1;10;92.460312;73.472481
0;6.08212;6.195731;-0.000256;-0.001119;0.563033;2;1;10;90.280426;81.002548
0;7.262582;6.004848;-0.000438;-0.002343;0.599239;6;1;10;88.119888;91.634109
0;7.637542;4.93934;-0.001557;-0.007928;0.572068;6;1;10;86.069382;123.695526
0;5.257467;9.64163;-0.003159;0.0014;0.580451;6;1;10;86.880661;223.699493
0;5.335149;9.303383;0.00042;0.00403;0.621308;6;1;10;88.985321;203.033951
0;5.520536;9.546007;0.000517;0.003588;0.559824;6;1;10;90.1548;200.656204
0;6.285727;13.41025;-0.009804;-0.014198;0.653376;7;1;10;142.104004;58.288033
0;4.938518;13.744022;0.024474;0.000295;0.632797;7;1;10;140.1017;80.611206
0;4.898126;16.717594;-0.000353;-0.003949;0.623591;7;1;10;103.040413;81.088196
0;5.607489;9.945249;0.003489;-0.00089;0.627866;6;1;10;98.691177;79.304626
0;6.019382;7.129814;-0.007229;-0.001285;0.629867;6;1;10;95.12558;82.569405
0;6.039186;6.963029;-0.000132;-0.000384;0.61985;6;1;10;93.106598;74.748947
0;6.05995;6.903804;-8.60E-05;-0.00136;0.608482;2;1;10;90.730331;76.555817
0;7.619546;6.927855;0.000117;-0.004136;0.577557;6;1;10;88.334137;75.156616
0;7.497247;6.797319;-0.00288;-0.003457;0.59204;6;1;10;85.947632;77.092094
0;6.776402;2.817765;-0.008849;-0.000358;0.555151;6;1;10;85;223.146133
0;5.815265;7.305571;-0.006587;0.000174;0.582336;6;1;10;85.85434;196.875488
0;5.483706;9.905487;-0.001425;0.004648;0.564427;6;1;10;86.752388;183.941895
0;5.100929;12.88363;-0.003225;-0.001914;0.605985;6;1;10;87.163033;198.128174
0;5.094209;11.275831;0.003375;0.005128;0.567964;7;1;10;140.671646;313.784119
0;5.29121;9.993784;0.00029;0.004252;0.609284;7;1;10;142.598892;338.06427
0;5.234243;10.572763;0.000651;0.001913;0.613566;7;1;10;143.418396;351.992981
0;5.288727;10.865594;0.001085;0.000238;0.63206;7;1;10;143.520386;2.608745
0;5.719918;10.651714;0.000517;0.000937;0.636629;7;1;10;143.167313;8.717161
0;4.927133;13.848543;-0.003792;0.004061;0.618994;6;1;10;99.930817;70.07901
0;5.442215;8.5149;-0.009989;0.001436;0.612332;6;1;10;95.811813;70.897308
0;5.75901;6.318874;0.002682;-0.003774;0.619118;6;1;10;93.900711;60.936783
0;7.28136;7.987777;-0.000586;-0.00406;0.624283;6;1;10;91.763901;49.836113
0;5.54953;8.291298;-0.000883;-0.000624;0.636783;2;1;10;89.797798;44.403622
0;5.224607;11.015827;0.003576;0.005961;0.495895;2;1;10;87.33268;75.144508
0;6.761577;2.559878;0.004186;-0.004321;0.42797;6;1;10;84.713226;136.555496
0;6.123387;5.768966;0.004292;-0.00168;0.604817;6;1;10;84.124329;161.286621
0;5.733655;7.472589;-0.001112;0.000348;0.614065;6;1;10;83.606674;174.846939
0;5.698596;7.7767;-0.003164;-0.001442;0.619936;6;1;10;83.635544;192.561722
0;5.194335;11.847486;-0.004753;0.000997;0.617513;6;1;10;83.880234;173.848907
0;6.368622;13.287574;-0.002524;-0.009904;0.598694;6;1;10;85;228.174469
0;5.098251;11.905342;0.0012;0.003607;0.639212;7;1;10;106.343613;334.357666
0;4.995555;13.562351;0.004085;0.002199;0.631774;7;1;10;108.108475;339.356079
0;5.033674;12.757658;0.005301;0.001016;0.61215;7;1;10;109.510544;345.194458
0;5.195107;12.529926;0.00357;0.001056;0.608388;7;1;10;110.407242;350.402954
0;5.144966;11.696774;0.000911;0.003206;0.572348;7;1;10;142.928619;300.428589
0;5.297333;9.660543;0.000405;0.003828;0.62439;7;1;10;145.645172;325.724823
0;5.282695;9.799559;0.000273;0.003;0.622203;7;1;10;146.957642;347.42453
0;5.465429;9.580597;0.000375;0.000365;0.625118;7;1;10;147.086044;4.064053
0;6.567157;9.714191;0.000525;-1.40E-05;0.605553;7;1;10;146.686646;9.007492
0;4.896383;15.065628;-0.003502;0.004092;0.634908;6;1;10;100.896225;87.813438
0;5.649175;8.382337;-0.01196;-0.003765;0.632688;6;1;10;96.098854;86.259583
0;7.858337;4.772602;-0.004143;0.00022;0.595341;6;1;10;95;26.683777
0;5.616991;7.473143;0.003607;0.000663;0.606329;6;1;10;94.120232;36.306992
0;5.289694;10.200247;-0.001083;-0.000118;0.630704;6;1;10;92.068199;43.151917
0;4.791583;16.108727;-0.004052;-0.008967;0.491466;2;1;10;87.995178;64.71666
0;5.797852;6.749645;-0.003687;-0.001249;0.393106;2;1;10;84.532135;75.165909
0;6.387897;5.613417;-0.002247;-0.008247;0.494174;2;1;10;82.368523;103.941887
0;6.734994;5.495944;-0.003599;-0.008734;0.502518;6;1;10;81.020386;156.466415
0;5.86744;6.320352;-0.002148;0.000278;0.59963;6;1;10;81.312988;189.72702
0;8.098118;7.484779;-0.004258;0.001145;0.585312;6;1;10;80.803558;150.098724
0;4.788373;15.379444;-0.001301;0.005126;0.57254;6;1;10;82.757416;239.383423
0;5.219958;10.571942;-0.000697;0.002585;0.57274;7;1;10;106.630188;298.700989
0;5.353487;9.204733;0.003782;0.00333;0.61764;7;1;10;109.534103;315.594391
0;5.539257;7.762581;0.002244;0.001658;0.61405;7;1;10;111.343842;322.276001
0;5.424426;8.282948;0.000265;0.001016;0.593022;7;1;10;112.752174;331.393433
0;5.371336;9.772849;0.001351;0.003166;0.595404;7;1;10;114.174362;340.248047
0;5.377085;10.879314;0.002021;0.001094;0.620056;7;1;10;115.131439;346.073181
0;5.101884;12.358906;0.004695;0.002815;0.598958;7;1;10;144.872467;290.878906
0;5.336541;9.700483;-0.000404;0.003796;0.59268;7;1;10;148.056595;307.763245
0;5.365243;9.036975;0.001124;0.006679;0.618178;7;1;10;150.245117;336.886841
0;5.554779;9.231789;0.00033;0.000555;0.620079;7;1;10;150.387512;5.599698
0;6.441895;9.350163;0.000555;-0.000589;0.59367;7;1;10;149.99881;6.312367
0;5.287891;12.390033;0.000798;0.002366;0.614659;7;1;10;150.939301;331.29071
0;5.329352;10.833715;-0.010239;-0.001434;0.648405;6;1;10;100.328461;94.610062
0;7.207174;10.008121;-0.003623;-0.018066;0.630862;6;1;10;97.654984;12.442311
0;4.803147;16.546394;-0.012079;-0.004259;0.612248;6;1;10;86.357986;51.729649
0;5.418423;9.206727;-0.004547;-0.001535;0.544766;6;1;10;83.325455;52.93758
0;5.908772;6.543859;-0.013662;-0.002154;0.336581;2;1;10;80.44619;73.353043
0;7.557681;1.301465;-0.003102;0.00094;0.51592;6;1;10;80;113.173454
0;7.450241;5.897542;-0.000805;-0.011904;0.552384;6;1;10;78.72438;132.33316
0;5.019166;12.675123;-0.007827;-0.004414;0.551344;6;1;10;79.060593;212.960358
0;5.18639;11.072398;0.002526;0.002582;0.642249;7;1;10;108.2733;289.010712
0;5.728379;6.227073;0.001579;0.001108;0.623706;7;1;10;110.976746;296.2052
0;5.765973;5.994309;0.000412;0.002044;0.640357;7;1;10;112.845795;297.934814
0;5.601175;7.156029;-0.001226;0.003268;0.6041;7;1;10;114.759262;304.004944
0;5.458527;8.239466;0.000181;0.00418;0.579082;7;1;10;116.868416;319.353577
0;5.546215;8.864675;0.0001;0.000918;0.607001;7;1;10;118.314072;334.932159
0;5.23405;10.57516;0.001086;0.00506;0.644992;7;1;10;119.869019;338.36438
0;5.214066;12.100678;-0.001257;0.000777;0.607662;7;1;10;150.03891;301.343079
0;5.355805;10.167342;-0.000431;0.00568;0.625151;7;1;10;153.093536;328.268738
0;5.598893;9.254952;-0.000638;0.000337;0.638216;7;1;10;153.566223;6.224961
0;5.979169;9.310169;-0.001133;-0.001557;0.618193;7;1;10;153.157822;4.320698
0;5.439274;12.147073;-0.004441;-0.003317;0.620817;7;1;10;154.115417;322.100098
0;5.058814;12.537354;-0.007523;0.001626;0.526519;6;1;10;81.90834;70.35482
0;9.201123;0.618577;-0.002266;0.000453;0.536151;2;1;10;80;44.997307
0;5.538157;7.888332;0.003317;-0.00067;0.479509;2;1;10;78.770782;82.522156
0;7.419086;6.457872;-0.010668;-0.014325;0.432223;2;1;10;75.789703;148.711777
0;4.915417;14.477175;-0.017335;0.005652;0.467593;6;1;10;76.824196;192.758804
0;4.542216;20.494265;-0.015636;-0.001108;0.529952;6;1;10;78.081223;194.573013
0;4.193645;26.296883;-0.012614;-0.007132;0.552773;6;1;10;76.255066;166.833313
0;4.599057;19.826468;-0.009817;0.003767;0.585044;6;1;10;74.78096;163.552429
0;4.885092;15.228692;-0.009524;0.0005;0.591526;6;1;10;72.852188;163.036102
0;5.245434;12.326733;-0.013715;-0.006898;0.600914;6;1;10;71.37886;173.8172
0;5.221231;13.907576;-0.009532;-0.000182;0.623235;6;1;10;72.31665;197.036652
0;4.969205;16.107941;-0.003183;0.001604;0.610636;6;1;10;73.875465;191.911163
0;4.920374;17.269127;-0.004183;0.003118;0.545386;6;1;10;74.12709;172.192139
0;5.045918;17.055481;-0.014137;-0.003585;0.613755;6;1;10;72.478806;167.733047
0;5.109237;15.208672;-0.015134;0.00511;0.645866;6;1;10;71.643074;164.796982
0;5.483997;14.831993;-0.00568;-0.009646;0.568536;6;1;10;69.630623;161.002899
0;5.078547;12.622557;9.90E-05;0.002077;0.588117;7;1;10;104.785194;274.621643
0;5.296794;10.062509;0.007879;0.003218;0.635634;7;1;10;109.210678;273.699524
0;5.894975;5.503255;-1.10E-05;0.002232;0.635187;7;1;10;111.492867;271.96283
0;5.87464;5.615419;-2.20E-05;0.00213;0.650636;7;1;10;113.417786;275.467529
